id,qid1,qid2,question1,question2,is_duplicate
3708,7344,7345,"What are the best aspects of living in Huánuco, Peru as a young adult?","What are the best aspects of living in Arequipa, Peru as a young adult?",0
3709,7346,7347,What classes should I take if I want to become a data scientist?,What classes should I take at Princeton if I want to become a data scientist?,0
3710,7348,7349,Should I begin learning the cello?,What does test statistic mean for hypothesis testing?,0
3711,7350,7351,How does it feel to be unemployed after getting an engineering degree?,How is the life of a jobless student after the completion of their engineering degree?,1
3712,7352,7353,"What does ""naive"" mean?",Is idealism naive?,0
3713,7354,7355,How is a convict hanged to death?,"How did Sirius Black get convicted to be a Death Eater, even though he doesn't have the Dark Mark?",0
3714,7356,7357,"Among SC, ST, NC and OBC which is the lowest caste?",Is the 'Tili' caste in West Bengal SC/ST/OBC?,0
3715,7358,7359,Is there an app that can be used to create customized surveys for a WhatsApp group?,Which software was used to create WhatsApp?,0
3716,7360,7361,Who is Bernard Dadie?,What is Bernard Dadie known for?,0
3717,7362,7363,How do I view protected tweets without following the person on Twitter?,How do I block a certain followers in Twitter to see my tweets?,0
3718,7364,7365,Does green tea really reduces weight?,What are the ways to drink green tea for weight loss?,1
3719,7366,7367,What are the basic components in a salary statement? How do I calculate income tax on it?,How do I calculate tax on variable component of CTC when its disbursed in next AY?,0
3720,7368,7369,How can I learn to play the piano/synthesizer?,Is there a way I could learn to play the piano?,1
3721,7370,7371,Was Nandani the real wife of Chandragupta Maurya?,Is Justin the son of Chandragupta Maurya?,0
3722,7372,7373,Is Donald Trump the 666 Antichrist?,Could Donald Trump be the Antichrist?,1
3723,7374,7375,"How can I own a business inside USA while being a non-US citizen(residing outside US), how can I pay my taxes?",What is the best gamepad (controller) to use on Apple Mac laptops?,0
3724,7376,7377,What are the difficulties people face while learning programming?,What difficulties did you encounter when learning how to program?,1
3725,7378,593,What are some symptoms of eccentric and concentric contractions?,How do concentric and eccentric contraction compare and contrast?,1
3726,7379,7380,Why can't mathematics be falsified while physics is falsifiable?,What is falsifiability?,0
3727,7381,7382,Is Swami Vivekananda Chicago speech overjoyed?,"Is Swami Vivekananda's speech at parliament of world's religions, Chicago overrated?",1
3728,7383,7384,"How do you get cash without earning it, legally?",How do you get money without earning it?,1
3729,7385,7386,Can you pay for an Amazon gift card with Paypal?,Can you use a PayPal business account to pay for online services such as Amazon?,0
3730,7387,7388,What is the molecular orbital?,What is molecular orbital?,1
3731,7389,7390,What is nuclear fission and nuclear fusion?,What is the difference between nuclear fusion and nuclear fission?,0
3732,7391,7392,How do I stop caring about what people think about me?,How do I stop caring so much about what other people think of me?,1
3733,7393,7394,"I have an oldsmobile tornado 1984, how much would it take to make it really customized and whatnot?","Having 5 years of sales experience, how will be the interview question?",0
3734,7395,7396,Which are the best universities in the USA for doing a MS in Computer Science?,Which are the best and cheapest universities in the USA for doing an MS in computer science?,1
3735,7397,7398,How can we have a Direct Democracy system?,How has direct democracy evolved?,0
3736,7399,7400,Are Muslims the only ones who still practice stoning for adultery in the 21st century?,How is the Bible still relevant in the 21st century?,0
3737,7401,7402,Why do people drive slow in the fast lane?,Why do people on Bay Area highways drive so slowly in the left lane?,1
3738,7403,7404,Why has college become so expensive?,Why have pine nuts become so expensive recently?,0
3739,7405,7406,Reservation should be abolished?,Should reservation be removed from India?,1
3740,7407,7408,What are 2016 house construction ideas and construction techniques for an Indian house?,"What are the best brick house construction techniques, must-haves and advancements for an Indian house in 2016?",0
3741,7409,7410,What do should I do when it is too late to go to the shops and I find that I've run out of contact lens solution and I do need to wear my contacts the next day?,How does the power of one month contact lens wear off exactly after a month?,0
3742,7411,7412,How difficult is it for the average person to become a computer programmer?,How do I become great programmer?,1
3743,7413,7414,Is Shell gas good? Why or why not?,Why is Shell gas better?,1
3744,7415,7416,How can I be a good chemical engineer?,How good is chemical engineering?,0
3745,7417,7418,"Did you dislike Harry Potter and the Cursed Child too, or was it just me?",What's your review on harry potter and the cursed child?,1
3746,7419,7420,What are the merits and demerits of GST implementation in INDIA?,What is the merits and Demerits of GST in India?,1
3747,7421,7422,How can I activate a Verizon phone with a call?,How do you activate a Verizon phone over the phone?,1
3748,7423,7424,How do you go about producing and selling an item to Costco?,Is the Titan X (pascal) good for gaming?,0
3749,7425,7426,"My family doesn't respect my contribution to chores, office work. They talk disrespectfully & get verbally aggressive. What to do.?",Is there is any personaly library on fb?,0
3750,7427,7428,What exactly are in-phase and out-of-phase in terms of waves?,What is phase in waves?,0
3751,7429,7430,What is the power of a dream?,What is the power of dreams?,1
3752,7431,7432,How does it feel to know you're going to die in few months?,How does it feel when you know you're going to die in few days?,0
3753,7433,7434,What conditions cause you to refrain from filling out online registration forms at sites?,Why do patients have to fill out the registration forms when they don't know how to answer the questions?,0
3754,7435,7436,Which is best smartphone under rs4000?,Which is the best smartphone to buy now?,0
3755,7437,7438,What are ways of joining to ISRO as engineer other than fresher or graduate trainee?,What is a way to get admitted to ISRO?,0
3756,7439,7440,Did Trump really rape a 13 year old girl?,Did Donald Trump really rape a 13 year old girl?,1
3757,7441,7442,How has Japanese culture become so influential?,"I got offer of SAR 15500 Per month in KSA, how much I will save with family of 2 member here?",0
3758,7443,7444,What are the best book stores in Chennai?,What stores give cash back on debit cards?,0
3759,7445,7446,What should I do to reduce weight?,What should you do if you want to lose a lot of weight?,1
3760,7447,7448,Am I a good looking girl or not? Will anyone like me ever or not?,What is the IoT and how does it work?,0
3761,7449,7450,What advances/insights has computational neuroscience yeilded so far?,What is it like to work in computational neuroscience?,0
3762,7451,7452,How do I solve [math]\frac{1}{4} x  + x = - 3 + \frac{1}{2} x[/math]?,How can I solve [math]\frac 1 x + \frac{2x}{x+3} = 2[/math]?,0
3763,7453,7454,What is this CH3 and H3C?,Where does the lone pair come in CH3?,0
3764,7455,7456,How do I find interesting topics in Quora to reply to?,How do I find interesting topics to follow on Quora?,0
3765,7457,7458,Was Carmex lip balm made to be addicting?,Lip Balm: Is Carmex addictive?,1
